17:50:37.154342 IP 10.0.2.120.xbox > 65.55.42.180.xbox: UDP, length 36
17:51:59.344854 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.355636 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.361407 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.369643 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.377899 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.391722 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.395820 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.403792 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.411803 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.419853 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.428382 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.440562 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.445199 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.454697 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.461158 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.471970 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.477975 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.487712 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.494909 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.505804 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.511949 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.525813 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.529381 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.539627 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.545311 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.554763 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.561989 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.571748 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.578685 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.590054 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.594685 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.606251 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.611805 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.625904 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.628276 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.639746 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.647024 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.662320 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.662431 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.673653 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.678479 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.687891 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.694887 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.705776 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.711989 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.724267 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.728054 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.737748 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.744354 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.755845 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.761393 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.772035 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.778067 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.787897 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.795622 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.806055 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.811883 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:51:59.824084 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.828316 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.838376 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.845243 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:51:59.857647 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.861163 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:51:59.874778 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.878245 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.891790 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.894877 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.905573 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.911241 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.926115 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.928067 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.939786 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:51:59.945139 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.956091 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.961682 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.976571 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.978405 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:51:59.985741 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:51:59.994295 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.004503 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.011381 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.021915 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.027808 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.039976 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.044979 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.054018 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:00.062550 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 80
17:52:00.071773 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.078772 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.087790 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.095707 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.105810 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.111546 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.124147 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.128375 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.139855 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.144877 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.157686 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.161780 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.175691 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.178118 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.187917 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.194363 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.208101 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.210577 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.224478 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.228028 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.235798 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.244813 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.253798 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.261684 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.273802 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.279123 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.286523 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.295028 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.303702 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.313249 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.327808 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.329276 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.340124 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.345416 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.358617 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.362265 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.375933 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.378269 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.389793 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.395717 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.405780 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.411744 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.420682 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.428628 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.441690 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.445050 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.457659 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.461337 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.471997 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.478871 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.488596 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.495733 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.506071 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.512455 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.528847 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.536159 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.540314 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.544862 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.557746 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.562130 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.575736 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.578440 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.591308 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.595852 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.605898 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.612162 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.624870 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.628880 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.639795 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.644848 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.659806 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.662065 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.669729 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.678488 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.688606 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.695990 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.705777 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.711795 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.723946 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.729060 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.739796 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.745541 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.760121 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.762296 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.778112 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.787815 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.795455 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.796266 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.805818 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.812262 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 80
17:52:00.829111 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.844914 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:00.850007 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.854357 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.857752 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.861321 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.875660 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.879637 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.889804 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.895393 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.908487 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.911425 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.923689 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.928529 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.939815 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:00.944855 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.953829 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.962245 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:00.971885 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.978317 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:00.990557 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:00.996823 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:01.007776 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.012825 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.025829 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.028736 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.040086 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.045596 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.058400 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:01.062294 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.073931 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.078770 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:52:01.091670 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.096892 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.106103 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.112874 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:01.121713 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.129371 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.141966 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.146209 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:01.154448 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.163026 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:01.175832 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.179151 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:01.190019 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:01.196411 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:01.209787 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
